ID,Name,Age,Gender,Country,Date of Joining,Salary,Department,Performance Score,Active
3392,Sandra Vazquez,38,F,Ethiopia,2022-11-14,104932.28,Finance,9,True
3393,Terri Watson,60,F,Lebanon,2015-02-04,75079.27,Finance,7,False
3394,George Gilmore,33,F,Brunei Darussalam,2018-01-08,115469.96,Sales,2,False
3395,Dana Sims,43,M,Saint Barthelemy,2018-01-10,72567.5,Sales,6,True
3396,Earl Johnson,44,M,Solomon Islands,2017-04-17,75708.67,Marketing,5,False
3397,Patrick Porter,57,F,Poland,2016-07-19,48602.58,Marketing,1,False
3398,Luis Anderson,58,F,Yemen,2019-11-20,44452.3,Engineering,8,False
3399,Sara Curry,44,F,Oman,2018-04-28,95026.07,Finance,4,False
3400,Sheila Meyer,56,M,Panama,2024-03-27,91597.51,HR,8,True
3401,William Estrada,52,M,Gabon,2017-04-22,43226.28,Finance,5,False
3402,Angela Rodgers,44,M,Uganda,2023-07-08,63087.61,Finance,1,False
3403,Melissa Johnston,49,M,Barbados,2018-06-24,107471.93,Sales,8,True
3404,Kim Black,19,M,Turkey,2019-03-20,117238.03,HR,6,False
3405,Tammie Lynch,36,M,Cape Verde,2022-03-04,68208.24,Engineering,9,False
3406,Chris Salazar,38,M,Spain,2018-10-17,69873.79,Marketing,5,False
3407,Jamie Kelly,31,M,Mayotte,2020-03-16,45635.76,Finance,4,True
3408,James Johnson,56,F,Papua New Guinea,2015-04-15,103575.63,Sales,9,True
3409,Katie Collins,43,F,Latvia,2024-02-14,31008.41,Sales,4,False
3410,Jesus Walker,18,F,Dominica,2021-01-27,40062.33,HR,5,True
3411,Jeffery Riddle,30,F,Bulgaria,2015-03-10,47293.88,Marketing,3,False
3412,Alan Roberts,53,M,Trinidad and Tobago,2023-10-03,104456.65,HR,1,True
3413,Kyle Haynes,42,F,Dominica,2016-11-06,118863.63,Finance,2,False
3414,Christopher Weaver,49,M,Albania,2018-07-06,84333.42,Finance,9,True
3415,Linda Perez DDS,63,M,Lebanon,2016-01-17,96134.28,Marketing,1,True
3416,Brandon Odonnell,26,F,Czech Republic,2022-01-03,40855.36,Sales,2,False
3417,Dakota Ford,32,M,Vanuatu,2023-06-15,107404.4,Sales,5,False
3418,Mr. Eric Morales Jr.,27,F,Reunion,2019-09-11,61525.48,Marketing,2,True
3419,Thomas Davis,35,M,Austria,2018-11-04,109294.07,Marketing,7,False
3420,Miranda Todd,39,F,Oman,2024-08-04,51100.71,HR,3,True
3421,Zachary Brooks,40,M,Mongolia,2021-03-17,35587.03,Engineering,1,True
3422,Samantha Gonzalez,33,F,Morocco,2024-05-17,83383.67,Marketing,6,False
3423,Brendan Peterson,39,M,Morocco,2017-07-24,40764.68,HR,6,True
3424,Rachel Shaw,42,F,Uruguay,2022-02-02,60783.92,Sales,8,False
3425,Russell Garcia,60,M,Barbados,2018-06-26,117084.94,Marketing,7,True
3426,Michael Heath,20,F,South Africa,2024-08-19,101015.8,Finance,6,False
3427,Christian Brown,54,M,Antarctica (the territory South of 60 deg S),2021-12-25,114131.69,HR,3,False
3428,Jessica Holder,57,M,Saint Lucia,2021-04-04,97183.77,Finance,5,False
3429,Mario Caldwell,63,M,Tokelau,2018-03-31,62494.47,Finance,6,False
3430,Elijah Barrett,53,M,Turkmenistan,2022-08-22,37243.68,Engineering,2,True
3431,Tamara Sanchez,32,M,Tanzania,2023-05-24,34388.84,Sales,7,True
3432,Christopher Matthews,55,F,Micronesia,2019-06-09,46436.12,HR,2,False
3433,Benjamin Walker,43,F,Slovenia,2020-08-01,77212.09,Sales,8,True
3434,Christian Bean,24,M,New Caledonia,2023-06-01,73038.06,Sales,8,True
3435,Peter Solomon,24,M,Azerbaijan,2018-04-01,89672.28,Finance,6,True
3436,James Prince,45,F,Sao Tome and Principe,2020-03-17,52366.15,Finance,7,True
3437,Alexandra Mills,32,F,Macedonia,2023-07-03,102867.84,Marketing,7,True
3438,Michael Brown,31,M,Bahrain,2019-09-26,58531.84,Engineering,3,True
3439,Adrian Morgan,62,F,China,2016-08-08,111198.27,Finance,6,False
3440,Andrew Lee,51,F,Ghana,2016-05-08,53004.23,Engineering,9,False
3441,Donald Hubbard,51,F,Belarus,2016-03-28,97808.45,Sales,9,True
3442,Bruce Allen,26,F,Norfolk Island,2018-05-10,52894.88,Sales,7,False
3443,Jared Ward,20,F,Netherlands Antilles,2017-06-18,40505.47,Engineering,2,False
3444,Joseph Rose,62,F,Chad,2021-07-22,33947.5,Sales,1,False
3445,Dale Davis,54,F,Cameroon,2024-02-13,82109.28,Marketing,7,True
3446,Allison Howard,57,F,Rwanda,2015-07-22,112650.8,Finance,8,False
3447,Jessica Wood,64,F,Cambodia,2023-06-25,115233.24,Marketing,2,False
3448,Jessica Anderson,43,M,Vanuatu,2022-10-11,80891.67,HR,5,False
3449,Danny Smith,28,F,Bouvet Island (Bouvetoya),2019-11-18,72650.4,Finance,6,False
3450,Richard Bradshaw,41,F,Cyprus,2019-08-12,61850.49,Sales,5,True
3451,David Acevedo,43,F,Bouvet Island (Bouvetoya),2017-11-27,55345.57,Finance,7,True
3452,Susan Duffy,30,F,British Virgin Islands,2023-09-06,106133.47,Engineering,8,True
3453,Wanda Wade,53,M,Mexico,2019-10-23,111937.67,HR,5,False
3454,Brian Thomas,47,M,Bouvet Island (Bouvetoya),2018-07-09,71389.62,Marketing,7,False
3455,Francisco Martin,21,F,Gambia,2017-09-30,89658.88,Sales,7,True
3456,Jason Holden,63,M,American Samoa,2017-09-22,35179.82,Finance,9,True
3457,David Nelson,40,F,Turkey,2020-04-25,118465.27,Marketing,3,True
3458,Catherine Miller,61,F,Tanzania,2020-12-20,78289.1,Finance,9,True
3459,Ricardo Gonzalez,31,F,Colombia,2023-07-16,115166.01,Sales,2,True
3460,Julie Roach,55,M,Bahrain,2016-11-08,48842.58,HR,5,False
3461,Lisa Watkins,19,F,Angola,2015-07-15,112116.86,Engineering,2,False
3462,Stephanie Lyons,58,M,Micronesia,2019-07-21,63875.94,Marketing,5,False
3463,Kevin Guerrero,41,F,San Marino,2016-09-11,37255.65,HR,4,True
3464,Shannon Stephenson,26,M,Turkmenistan,2023-09-04,108099.13,HR,6,False
3465,Sydney Brooks,54,F,Seychelles,2024-02-25,81130.25,Sales,4,True
3466,John Shepard,29,M,El Salvador,2022-09-17,32801.92,Engineering,8,False
3467,Michelle Webb,29,F,Anguilla,2020-10-04,103580.82,Finance,5,False
3468,Marie Roberts,48,F,British Indian Ocean Territory (Chagos Archipelago),2017-08-19,96167.59,Finance,4,False
3469,Curtis Rojas,53,M,Papua New Guinea,2019-12-07,100616.0,Sales,3,True
3470,John Holt,54,F,Gibraltar,2019-04-24,56376.25,HR,2,False
3471,Michael Moore,57,F,British Virgin Islands,2022-11-03,48794.98,Marketing,3,True
3472,Nathan Brown,46,M,Chad,2017-07-23,97649.52,Finance,6,True
3473,Robert Tran,59,M,Guinea,2017-04-16,109903.42,Sales,9,True
3474,Richard Trevino,39,F,Liechtenstein,2024-01-09,105755.79,Finance,7,False
3475,Mariah Evans,38,F,Guernsey,2019-10-31,76174.96,Engineering,8,True
3476,Brittany Russell,34,F,Italy,2021-07-07,67400.86,Sales,6,True
3477,Annette Warren,35,F,Eritrea,2016-08-28,97597.72,Engineering,6,True
3478,Molly Armstrong,31,M,Puerto Rico,2018-08-28,86149.39,Sales,6,True
3479,Natasha Ho,23,F,Honduras,2015-01-30,55146.68,Engineering,1,False
3480,Ronald Diaz,21,M,Uruguay,2019-01-22,49581.46,HR,1,False
3481,Diane Ross,42,M,Venezuela,2019-06-28,100758.33,Finance,6,True
3482,Brittany Webb,52,M,Greenland,2020-11-04,31990.05,Engineering,2,True
3483,Karl Caldwell,46,F,San Marino,2016-09-20,69629.94,HR,1,True
3484,Kelly Avila,56,F,Kenya,2015-12-09,46128.05,HR,5,False
3485,Mario Wilson,22,F,San Marino,2019-01-18,91142.13,Marketing,3,True
3486,Carla Estrada,43,F,United States Minor Outlying Islands,2018-08-22,52750.97,Finance,1,False
3487,Steven Swanson,46,M,Uruguay,2019-03-24,37791.79,Finance,6,True
3488,Kristen Rice,34,M,Costa Rica,2021-11-01,99144.7,HR,2,True
3489,Donald Hansen,27,M,Slovakia (Slovak Republic),2020-12-05,107614.2,Sales,8,False
3490,Jennifer Torres,49,F,Mauritania,2022-06-09,82339.63,Marketing,2,False
3491,Brianna Murphy,23,F,Zambia,2023-04-03,64541.67,Marketing,6,True
3492,Lindsay Smith,33,M,Australia,2018-01-23,118014.71,Finance,6,True
3493,Brett Horne,46,M,Korea,2020-05-20,100011.99,Marketing,7,False
3494,Stephanie Schmidt,23,F,Solomon Islands,2023-07-10,109413.48,Finance,4,False
3495,Matthew Parrish,53,M,Sierra Leone,2022-05-28,88831.05,Marketing,4,True
3496,Aaron Young,64,F,Bermuda,2014-11-02,44599.93,HR,8,False
3497,Lauren Carr,62,F,Turks and Caicos Islands,2016-09-06,77110.93,Engineering,3,False
3498,Thomas Waller,31,F,Vanuatu,2017-11-11,92051.69,Marketing,9,False
3499,Timothy Hunt,35,M,Tanzania,2019-10-02,51114.89,Sales,3,False
3500,Cole Sanders,30,M,Niger,2015-12-28,52495.59,Sales,2,True
3501,Debbie Castro,47,M,Holy See (Vatican City State),2016-09-03,81615.12,Marketing,3,False
3502,Donald Orr,25,F,Mozambique,2015-10-19,47053.91,Sales,8,False
3503,Benjamin Higgins,53,F,Palau,2017-12-12,35956.45,HR,6,True
3504,Shawn Heath,21,F,Trinidad and Tobago,2023-03-20,71762.58,Finance,5,False
3505,Justin Smith,58,F,Peru,2022-01-27,60330.91,Marketing,5,True
3506,Jason Williamson,21,M,Venezuela,2021-10-12,32066.84,Sales,3,False
3507,Lisa Howell,25,F,Nepal,2017-10-27,101688.53,Marketing,9,True
3508,William Peterson,63,M,Turks and Caicos Islands,2020-07-11,108460.13,Marketing,6,False
3509,Crystal West,37,F,New Caledonia,2015-04-02,111205.78,Engineering,5,True
3510,Christina Yates,26,F,Nauru,2015-05-03,73677.17,Engineering,6,True
3511,Caitlin Shepherd,45,M,Libyan Arab Jamahiriya,2015-12-14,113752.11,Marketing,5,False
3512,Alexander Bell,21,M,Puerto Rico,2022-11-10,115276.45,HR,3,True
3513,Devon Stone,22,F,Somalia,2023-10-29,106300.4,Engineering,4,True
3514,Lisa Gonzalez,39,M,Congo,2019-07-29,116932.47,Sales,5,True
3515,Christopher Beard,61,M,Mali,2020-07-06,43561.56,Engineering,1,False
3516,Patricia Sullivan,32,F,Egypt,2022-12-01,43765.97,Engineering,5,False
3517,Sandra Flynn,61,F,Saint Lucia,2016-12-17,80428.83,Marketing,8,True
3518,Mrs. Erin Snyder MD,52,M,Syrian Arab Republic,2017-02-18,95811.66,Finance,6,True
3519,Paul Wagner,51,F,Palestinian Territory,2023-10-25,36323.73,HR,3,False
3520,Rachel Stevens,40,M,Peru,2023-08-04,80680.98,Sales,6,False
3521,Jamie Johnston,42,F,Iraq,2022-11-28,55793.48,Finance,2,True
3522,Tracy Villanueva,60,M,French Guiana,2016-04-20,61090.96,Finance,9,True
3523,Kevin Martin,49,M,Syrian Arab Republic,2015-10-06,42388.71,Sales,5,True
3524,Matthew Bullock,18,F,Indonesia,2016-07-19,84636.98,Engineering,6,True
3525,Mark Garcia,44,F,Tokelau,2017-07-31,80127.26,Marketing,6,True
3526,Henry Hoffman,52,F,Azerbaijan,2019-08-26,72504.45,Engineering,5,True
3527,Kendra Lopez,30,M,Zimbabwe,2020-10-04,102970.27,HR,4,True
3528,Steven Ramsey,23,F,United States Minor Outlying Islands,2015-04-20,109864.04,Marketing,1,False
3529,Karen Kelly,29,F,Cocos (Keeling) Islands,2016-04-06,43145.62,Sales,3,True
3530,Ryan Fuller,30,M,Kyrgyz Republic,2023-03-13,50529.45,Engineering,8,False
3531,Tim Fields,64,M,Togo,2023-10-12,63761.34,Engineering,5,True
3532,Daniel Perez,56,M,South Africa,2015-07-31,49375.51,Finance,7,True
3533,Jenny White,51,M,Burkina Faso,2020-08-18,97926.97,HR,1,False
3534,Carol Baxter DVM,24,M,China,2016-08-25,119947.47,Sales,2,False
3535,Ryan Oneill,40,F,Sao Tome and Principe,2016-02-20,61788.67,HR,1,False
3536,Gabriel Bender,36,F,Guinea-Bissau,2019-02-02,111056.45,Sales,9,True
3537,Terry Sutton,27,M,Reunion,2019-12-23,64579.85,Finance,2,True
3538,Justin Flynn,20,F,Macao,2022-08-26,94036.6,Sales,9,True
3539,Krista Arnold,40,M,British Virgin Islands,2015-01-21,34387.5,Sales,3,False
3540,Kristin Elliott,44,F,Uruguay,2016-11-26,39379.47,Marketing,2,False
3541,Victoria Little,52,F,Aruba,2020-01-02,43316.49,Finance,2,True
3542,Michael Baker,20,M,Western Sahara,2021-02-24,113909.05,Marketing,1,False
3543,Amy Gibson,46,M,Guadeloupe,2015-10-04,72373.04,Engineering,6,True
3544,Brian Bennett,57,M,Antarctica (the territory South of 60 deg S),2017-05-27,31180.52,Marketing,4,False
3545,Samantha Adams,47,M,Belize,2019-10-17,72042.42,Marketing,5,False
3546,Grace Sims,31,F,Oman,2020-12-24,42792.32,Sales,5,True
3547,Chelsea Olson,21,F,Bouvet Island (Bouvetoya),2024-06-09,43430.26,HR,2,False
3548,Samantha Burke,46,F,Israel,2020-01-16,101783.18,Marketing,1,True
3549,David Burns,27,M,French Guiana,2014-10-25,114415.36,Sales,3,True
3550,Sara Cooley,27,M,Macedonia,2019-04-23,118107.38,Sales,1,True
3551,Becky Santiago,40,M,Albania,2024-01-01,99297.21,Finance,6,True
3552,Amber Banks,28,M,Uzbekistan,2016-08-20,96218.75,Marketing,6,True
3553,Lauren Galvan,31,F,Niger,2015-01-08,114352.11,Marketing,4,False
3554,Eric Smith,52,F,Switzerland,2019-02-07,118418.26,HR,3,False
3555,Philip Lee,26,F,Falkland Islands (Malvinas),2020-04-01,87629.74,Engineering,1,True
3556,Stephanie Stephenson,64,F,Tonga,2018-12-15,63786.35,Engineering,8,True
3557,Maurice Hamilton,53,M,Bulgaria,2021-08-11,39038.9,Finance,6,False
3558,William Johnson,63,M,Myanmar,2017-06-14,40808.15,Engineering,7,False
3559,Justin Rivera,61,F,Myanmar,2018-03-09,98392.66,Finance,4,True
3560,Brian Miller,61,M,New Caledonia,2018-07-22,48119.95,Sales,6,False
3561,Briana Bolton,31,F,Bulgaria,2023-09-27,78739.51,Finance,7,True
3562,Steven Flores,25,M,Western Sahara,2016-09-25,57687.7,HR,6,True
3563,Gary Jones,44,M,Uganda,2019-02-09,53381.49,HR,8,True
3564,Kristen Figueroa,50,F,Belarus,2017-07-13,72535.67,Finance,5,False
3565,Victoria Black MD,55,M,Bermuda,2019-09-08,36981.1,HR,3,False
3566,Denise Pierce,59,F,Chad,2018-11-25,92117.69,Finance,8,True
3567,Aaron Wilson,54,F,Colombia,2017-10-30,78421.01,Engineering,6,True
3568,Steven Sawyer,45,M,Venezuela,2015-12-25,59309.77,Engineering,6,False
3569,Jessica Young,58,F,Latvia,2020-01-18,118259.97,Marketing,5,False
3570,Sharon Williams,37,M,Bouvet Island (Bouvetoya),2022-03-28,114239.82,Sales,4,True
3571,Paul Hamilton,42,M,Tokelau,2020-01-21,70801.18,Engineering,9,True
3572,Chad Nguyen,50,F,Saint Lucia,2021-05-15,42202.09,HR,6,False
3573,John Bennett,33,M,Netherlands,2023-08-07,53295.68,Marketing,4,True
3574,Kathryn Johnson,46,M,India,2023-05-07,65514.31,Sales,7,False
3575,Alicia Baker,36,M,United Kingdom,2021-09-23,110130.08,Finance,7,True
3576,Jose Peterson,44,M,Liberia,2023-04-25,109743.58,Engineering,2,False
3577,Jessica Newman,47,F,Fiji,2019-11-27,96953.52,Marketing,8,False
3578,Derek Sandoval,46,M,Afghanistan,2016-11-02,31916.76,HR,2,True
3579,Steven Moore,33,F,Bermuda,2021-10-14,117611.36,Engineering,6,True
3580,Jason Ho,53,F,Bolivia,2018-02-26,99653.94,HR,5,False
3581,Frank King,35,F,Qatar,2022-01-13,39576.63,HR,5,False
3582,Michele Thornton,62,M,United States Virgin Islands,2019-02-08,113493.87,Marketing,9,True
3583,Katelyn Lewis,52,F,Sweden,2016-11-26,49587.67,Engineering,5,True
3584,Melissa Dickson,50,M,Rwanda,2016-02-02,33656.27,HR,6,False
3585,Jeffrey Gordon,61,F,Algeria,2023-06-29,40162.82,Sales,3,False
3586,Cynthia Butler,25,F,Myanmar,2015-03-30,118211.9,HR,8,False
3587,Gerald Cohen,62,M,Ukraine,2014-10-24,74601.47,Sales,1,False
3588,Raymond Robbins,45,F,Christmas Island,2015-10-25,64337.33,Finance,6,True
3589,Kelly Hernandez,31,F,Cambodia,2018-07-09,32930.56,Sales,1,False
3590,Aaron Sanchez,47,M,Yemen,2016-09-01,106565.7,Sales,9,True
3591,Teresa Hernandez,48,M,Albania,2015-07-09,51094.96,HR,7,True
3592,Rebecca Rodriguez,33,F,British Indian Ocean Territory (Chagos Archipelago),2024-04-21,57317.96,Marketing,8,True
3593,Micheal Downs,36,M,Namibia,2024-10-08,60774.68,Engineering,9,True
3594,Anthony Rodriguez,64,F,Reunion,2017-11-24,98260.89,Marketing,2,True
3595,Mary Medina,60,F,Zimbabwe,2017-08-29,53586.02,Finance,5,False
3596,Joel Cain,19,F,Samoa,2020-06-25,106829.35,HR,2,False
3597,Monica Mata,42,M,Greenland,2015-05-18,115393.97,Sales,4,False
3598,Mary Beck,18,F,Mayotte,2016-05-26,41191.54,Finance,6,True
3599,Stephanie Fisher,59,M,Qatar,2021-12-07,91411.65,HR,4,False
3600,Anne Jackson,31,M,Aruba,2023-08-31,93179.78,Marketing,9,False
3601,Nancy Williamson,34,M,Seychelles,2019-09-17,58476.06,HR,6,False
3602,Robert Henry,36,F,Macao,2024-10-12,39917.62,HR,3,False
3603,Stanley Johnson,54,F,Finland,2017-09-09,110393.41,HR,9,True
3604,Tammy Richardson,33,F,Cocos (Keeling) Islands,2019-06-07,79131.58,Marketing,5,False
3605,Travis Cook,57,F,Moldova,2016-05-12,33163.54,Engineering,1,False
3606,Michael Nichols,32,M,Botswana,2017-02-19,62054.47,Finance,4,True
3607,Wendy Long,37,F,Finland,2016-05-10,91455.76,Sales,1,False
3608,Sonia Goodman,21,M,Brazil,2017-10-01,58151.62,Marketing,9,False
3609,Melissa Graves,18,F,Somalia,2024-04-11,37509.31,Finance,8,True
3610,Michael Prince,25,M,India,2020-02-19,92680.12,HR,5,True
3611,Natalie Arnold,51,M,Portugal,2018-11-04,95295.3,HR,4,True
3612,Amanda Sandoval,29,M,Mongolia,2018-05-31,116197.9,Engineering,4,True
3613,Kyle Chandler,28,M,Vanuatu,2018-10-26,49266.41,Marketing,4,True
3614,Luis Brown Jr.,57,M,Uzbekistan,2016-03-22,78825.72,HR,2,True
3615,Elizabeth Cox,27,F,Liechtenstein,2018-12-17,32796.19,Finance,1,True
3616,Heather Brown,25,F,Armenia,2021-04-18,40332.86,HR,6,True
3617,Jonathan Castillo,38,M,Netherlands,2021-01-16,66967.9,Sales,8,False
3618,Katelyn Garcia,38,M,Ukraine,2016-02-13,48427.06,HR,7,True
3619,Jason Cruz,59,M,Oman,2021-11-25,85682.13,Finance,6,False
3620,Christopher Smith,34,F,Niger,2015-12-20,59245.65,Marketing,2,True
3621,Tonya Smith,63,F,American Samoa,2024-02-16,46105.58,Marketing,1,False
3622,Ricardo Robertson,33,F,Tonga,2024-09-02,33354.17,Finance,9,True
3623,Miguel Walker,51,M,Burkina Faso,2023-12-02,84991.79,Marketing,1,False
3624,John Mills,45,F,Martinique,2024-02-16,112565.68,Marketing,1,False
3625,Drew Bean,32,M,Austria,2015-04-04,87493.93,Finance,8,True
3626,Natasha Good,55,F,Malawi,2019-08-28,58010.62,Sales,5,True
3627,Christopher Perry,53,M,Montenegro,2016-12-15,111235.6,Marketing,4,True
3628,Melissa Brown,40,F,Turkey,2020-10-02,75758.42,Engineering,7,True
3629,Charles Maxwell,45,M,Turkey,2017-10-04,30792.25,HR,8,False
3630,Belinda Wiley,58,F,Liberia,2019-04-09,96062.89,Finance,9,True
3631,Casey Meyers,63,F,Bermuda,2019-11-08,87099.9,Marketing,8,False
3632,Marissa Andersen,63,F,Eritrea,2024-07-16,92516.81,HR,1,False
3633,Marc Newton,58,F,Mayotte,2019-09-19,35662.12,Engineering,8,False
3634,Mary Middleton,40,M,Panama,2019-04-03,112693.38,Engineering,4,True
3635,Tiffany Cox,37,F,Nauru,2020-01-15,53157.25,Sales,6,True
3636,Tina Sanchez,46,M,Austria,2019-04-16,40745.8,Sales,8,True
3637,Natasha Roberts,40,M,Mongolia,2024-09-06,92357.06,Finance,6,False
3638,Kathy James,63,F,Bahrain,2017-03-23,75639.86,Marketing,5,True
3639,Donna Bridges,22,M,United Arab Emirates,2021-12-29,54367.31,Engineering,7,True
3640,Alicia Jennings,60,F,Spain,2020-08-21,100656.07,Finance,6,True
3641,Michelle Palmer,18,M,Czech Republic,2022-03-27,82324.12,Engineering,1,False
3642,Desiree Hunt,29,F,Timor-Leste,2020-02-27,43561.21,Marketing,5,True
3643,Tyler Nelson,45,F,Sierra Leone,2023-12-15,87614.36,Sales,3,False
3644,Jennifer Cox,62,F,Cuba,2022-11-19,113287.27,HR,7,False
3645,Beverly Reid,42,F,Pakistan,2017-05-30,79930.98,HR,3,True
3646,Amanda Salinas,51,F,Jordan,2022-02-15,88020.94,Sales,3,True
3647,Ashley Everett,29,F,Norway,2019-09-29,89224.95,Marketing,4,True
3648,Erin Smith,62,F,Brunei Darussalam,2021-05-19,66873.31,HR,4,True
3649,James Scott,48,M,Antarctica (the territory South of 60 deg S),2017-04-14,92786.38,Marketing,5,True
3650,Joshua Kerr,48,M,United States Virgin Islands,2018-04-06,81686.04,HR,6,True
3651,Christian Kelly,62,F,Azerbaijan,2017-10-29,46955.82,HR,9,True
3652,Kristin Dennis,42,M,Cambodia,2015-11-02,78939.41,Marketing,9,True
3653,Brian Gardner,27,F,Kiribati,2017-03-15,97851.95,Sales,5,False
3654,Dustin Guzman,55,M,Holy See (Vatican City State),2018-01-24,101947.22,Marketing,8,False
3655,Rachel Bernard,48,M,Cuba,2016-01-23,99712.03,Marketing,4,True
3656,Erica Smith,64,F,United States of America,2024-02-11,58298.17,HR,5,True
3657,Rita Turner,45,F,Poland,2023-06-19,37369.83,HR,3,True
3658,Regina Erickson,21,F,Liberia,2022-01-11,104801.85,Engineering,6,False
3659,Austin Carroll,57,M,Malta,2021-10-30,80153.41,HR,8,True
3660,Robert Frey,56,F,Angola,2016-05-15,42034.95,Finance,5,False
3661,Dr. Kelly Tucker,36,F,Iceland,2019-07-18,109566.33,Finance,8,True
3662,Mark Martinez,60,F,Venezuela,2022-09-14,84403.71,Engineering,4,False
3663,Alicia Camacho,55,M,Falkland Islands (Malvinas),2016-05-04,43788.15,Marketing,2,True
3664,Rachel Davis,28,M,Greenland,2022-01-31,85873.99,HR,7,False
3665,Mark Duffy,56,F,Benin,2024-06-06,93727.1,HR,5,False
3666,Paul Mcclain,38,M,Christmas Island,2021-11-21,32780.07,Sales,6,True
3667,Joseph Edwards,46,M,Tajikistan,2016-04-05,42731.67,Sales,7,True
3668,Cassandra Wilson,42,F,Latvia,2024-07-12,85145.21,Finance,9,False
3669,Jade Rivera,42,M,United States of America,2018-09-20,96127.9,Sales,4,False
3670,Chelsea Johnson,29,M,Mozambique,2021-07-26,83933.3,Engineering,6,True
3671,Michael Potter,52,M,Uzbekistan,2015-06-17,64035.13,HR,8,False
3672,Nathan Salazar,36,F,Montenegro,2017-08-01,110166.8,HR,8,False
3673,David Conner,43,F,Kuwait,2023-07-13,69723.54,Engineering,9,True
3674,Craig Brown MD,26,M,Tunisia,2014-10-25,116743.17,Finance,4,False
3675,Debra Hansen,35,M,Bahamas,2016-02-13,47223.97,Engineering,3,False
3676,Lisa Jackson,53,M,Dominican Republic,2016-02-14,57150.94,HR,6,True
3677,Lucas Mitchell,37,F,Bangladesh,2022-01-06,50726.65,Marketing,2,True
3678,Amber Wood,25,M,Guinea-Bissau,2018-10-22,35656.87,Engineering,2,True
3679,Grace Medina,59,M,Marshall Islands,2023-05-03,36243.0,Finance,3,False
3680,Samantha Mccarthy,34,M,Aruba,2018-07-14,58226.75,Finance,1,False
3681,Amanda Castro,45,M,Costa Rica,2015-08-06,41139.81,Engineering,5,True
3682,Mrs. Brianna Castro,50,F,Sao Tome and Principe,2022-02-28,33022.49,HR,5,True
3683,Teresa Adkins,45,M,Cyprus,2018-03-25,69559.85,Finance,7,False
3684,Peter Fernandez,50,M,Heard Island and McDonald Islands,2015-06-22,37468.22,HR,4,False
3685,Kathryn Carrillo,19,M,Rwanda,2017-02-26,50938.01,Marketing,8,False
3686,Paul Zimmerman,50,M,Lesotho,2020-07-26,39208.3,Marketing,7,False
3687,Ann Grimes,44,M,Sierra Leone,2020-01-30,110891.27,Sales,8,False
3688,Nicholas Brown,62,F,Japan,2023-02-25,36122.75,Marketing,5,True
3689,Anna Lopez,32,F,Honduras,2015-02-17,35802.68,HR,1,True
3690,Terri Daniels,32,M,Turks and Caicos Islands,2015-09-21,85194.06,Finance,5,False
3691,Megan Williams,28,M,Georgia,2023-12-14,42166.7,HR,9,False
3692,Mindy Nelson,27,F,Tokelau,2020-02-19,54177.02,Engineering,7,False
3693,Allison Lawrence,23,F,Guinea,2015-11-24,108117.24,Sales,3,True
3694,Clinton Washington,55,F,Suriname,2022-12-10,89854.14,Marketing,2,True
